Unnamed: 0,L1,L2,L3,Counterion,Abbreviation_in_the_article,Charge,Max_wavelength(nm),PLQY,tau(s*10^-6),Solvent,DOI,Notes
1547,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=CC=CC=C23)C=C1,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=CC=CC=C23)C=C1,CC1=CC=NC2=C([O-])C=C(C3=CC=CC=C3)N=C12,,Ir(4tfmpq)2mpND,0.0,629.0,0.852,2.04,CH2Cl2,10.1021/acsami.9b02558,
1548,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=CC=CC=C23)C=C1,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=CC=CC=C23)C=C1,S=P([S-])(OC1=CC=CC=C1)OC1=CC=CC=C1,,(tfmpqz)2Ir(opss),0.0,600.0,0.68,1.66,CH2Cl2,10.1039/c9tc01564g,
1549,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=CC=CC=C23)C=C1,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=CC=CC=C23)C=C1,S=P([S-])(OC1=CC=CC2=CC=CC=C12)OC1=CC=CC2=CC=CC=C12,,(tfmpqz)2Ir(onss),0.0,600.0,0.79,1.61,CH2Cl2,10.1039/c9tc01564g,
1550,FC(F)(F)C1=C[C-]=C(C2=CC=CC=N2)C=C1,FC(F)(F)C1=C[C-]=C(C2=CC=CC=N2)C=C1,CC(C)N(C(=S)[S-])C(C)C,,(4tfmppy)2Ir(dipdtc),0.0,513.0,0.716,1.38,CH2Cl2,10.1039/c9tc01397k,
1551,FC(F)(F)C1=C[C-]=C(C2=CC=CC=N2)C(C(F)(F)F)=C1,FC(F)(F)C1=C[C-]=C(C2=CC=CC=N2)C(C(F)(F)F)=C1,CC(C)N(C(=S)[S-])C(C)C,,(24btfmppy)2Ir(dipdtc),0.0,534.0,0.765,1.69,CH2Cl2,10.1039/c9tc01397k,
1552,FC(F)(F)C1=[C-]C(C2=CC=CC=N2)=CC(C(F)(F)F)=N1,FC(F)(F)C1=[C-]C(C2=CC=CC=N2)=CC(C(F)(F)F)=N1,CC(C)N(C(=S)[S-])C(C)C,,(TN4T)2Ir(dipdtc),0.0,497.0,0.942,1.42,CH2Cl2,10.1039/c9tc01397k,
1553,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=CC=CC=C23)C=C1,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=CC=CC=C23)C=C1,CC1=CC=C(P(=S)([S-])C2=CC=C(C)C=C2)C=C1,,(tfmpqz)2Ir(mess),0.0,623.0,0.62,1.58,CH2Cl2,10.1039/c9nj01599j,
1554,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=CC=CC=C23)C=C1,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=CC=CC=C23)C=C1,S=P([S-])(C1=CC=CC2=CC=CC=C12)C1=CC=CC2=CC=CC=C12,,(tfmpqz)2Ir(niss),0.0,619.0,0.65,1.53,CH2Cl2,10.1039/c9nj01599j,
1555,CC1=CC=C(C2=[C-]C=C(F)C=C2F)N=N1,CC1=CC=C(C2=[C-]C=C(F)C=C2F)N=N1,FC(F)(F)C1=N[N-]C(C2=CC=CC=N2)=N1,,(fpdz)2Irtaz,0.0,499.0,,2.26,CH2Cl2,10.1016/j.dyepig.2019.01.031,
1556,CC1=CC=C(C2=[C-]C=C(F)C=C2F)N=N1,CC1=CC=C(C2=[C-]C=C(F)C=C2F)N=N1,O=C([O-])C1=CC=CC=N1,,(fpdz)2Irpic,0.0,515.0,,1.72,CH2Cl2,10.1016/j.dyepig.2019.01.031,
1557,CC1=CC=C(C2=[C-]C=C(F)C=C2F)N=N1,CC1=CC=C(C2=[C-]C=C(F)C=C2F)N=N1,CC(=O)/C=C(/C)[O-],,(fpdz)2Iracac,0.0,544.0,,1.75,CH2Cl2,10.1016/j.dyepig.2019.01.031,
1558,CC1=CC=C(C2=[C-]C=C(F)C=C2F)N=N1,CC1=CC=C(C2=[C-]C=C(F)C=C2F)N=N1,CC(C)(C)C(=O)/C=C(\[O-])C(C)(C)C,,(fpdz)2Irtmd,0.0,554.0,,1.26,CH2Cl2,10.1016/j.dyepig.2019.01.031,
1559,FC(F)(F)C1=C[C-]=C(C2=CC=CC=N2)C(C(F)(F)F)=N1,FC(F)(F)C1=C[C-]=C(C2=CC=CC=N2)C(C(F)(F)F)=N1,[O-]C1=CC=CC=C1C1=NN=C(C2=CC=CC=C2)N1C1=CC=CC=C1,,Ir-TN3T,0.0,540.0,0.712,1.47,CH2Cl2,10.1039/c8tc06010j,
1560,FC(F)(F)C1=[C-]C(C2=CC=CC=N2)=CC(C(F)(F)F)=N1,FC(F)(F)C1=[C-]C(C2=CC=CC=N2)=CC(C(F)(F)F)=N1,[O-]C1=CC=CC=C1C1=NN=C(C2=CC=CC=C2)N1C1=CC=CC=C1,,Ir-TN4T,0.0,513.0,0.91,1.54,CH2Cl2,10.1039/c8tc06010j,
1561,FC(F)(F)C1=[C-]C(C2=NC=CC=N2)=CC(C(F)(F)F)=N1,FC(F)(F)C1=[C-]C(C2=NC=CC=N2)=CC(C(F)(F)F)=N1,CC(=O)/C=C(/C)[O-],,Ir(tfmppm)2(acac),0.0,495.0,0.85,,CH2Cl2,10.1016/j.dyepig.2018.09.017,
1562,FC(F)(F)C1=[C-]C(C2=NC=CC=N2)=CC(C(F)(F)F)=N1,FC(F)(F)C1=[C-]C(C2=NC=CC=N2)=CC(C(F)(F)F)=N1,O=P(N=P([O-])(C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,,Ir(tfmppm)2(tpip),0.0,501.0,0.89,,CH2Cl2,10.1016/j.dyepig.2018.09.017,
1563,FC1=CN=C(C2=[C-]C(C(F)(F)F)=NC(C(F)(F)F)=C2)N=C1,FC1=CN=C(C2=[C-]C(C(F)(F)F)=NC(C(F)(F)F)=C2)N=C1,O=P(N=P([O-])(C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,,Ir(f-4-tfmppm)2(tpip),0.0,497.0,0.92,,CH2Cl2,10.1016/j.dyepig.2018.09.017,
1564,FC1=CN=C(C2=[C-]C=C(C(F)(F)F)N=C2C(F)(F)F)N=C1,FC1=CN=C(C2=[C-]C=C(C(F)(F)F)N=C2C(F)(F)F)N=C1,O=P(N=P([O-])(C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,,Ir(f-3-tfmppm)2(tpip),0.0,500.0,0.94,,CH2Cl2,10.1016/j.dyepig.2018.09.017,
1565,[C-]1=C(OC2=CC=CC=C2)C=C(OC2=CC=CC=C2)C=C1C1=CC=CC=N1,[C-]1=C(OC2=CC=CC=C2)C=C(OC2=CC=CC=C2)C=C1C1=CC=CC=N1,CC(=O)/C=C(/C)[O-],,Ir-OO,0.0,544.0,0.15,1.1,CH2Cl2,10.1039/c8sc04252g,
1566,[C-]1=C(OC2=CC=CC=C2)C=C(OC2=CC=CC=C2)C=C1C1=CC=CC=N1,[C-]1=C(C2=CC=CC=N2)C=C2OC3=CC=CC=C3N3C4=CC=CC=C4OC1=C23,CC(=O)/C=C(/C)[O-],,Ir-ON,0.0,577.0,0.18,1.2,CH2Cl2,10.1039/c8sc04252g,
1567,[C-]1=C(C2=CC=CC=N2)C=C2OC3=CC=CC=C3N3C4=CC=CC=C4OC1=C23,[C-]1=C(C2=CC=CC=N2)C=C2OC3=CC=CC=C3N3C4=CC=CC=C4OC1=C23,CC(=O)/C=C(/C)[O-],,Ir-NN,0.0,583.0,0.11,1.2,CH2Cl2,10.1039/c8sc04252g,
1568,[C-]1=C(OC2=CC=CC=C2)C=C(OC2=CC=CC=C2)C=C1C1=CC=CC=N1,[C-]1=C(C2=CC=CC=N2)C=C2OC3=CC=CC=C3B3C4=CC=CC=C4OC1=C32,CC(=O)/C=C(/C)[O-],,Ir-OB,0.0,630.0,0.31,1.6,CH2Cl2,10.1039/c8sc04252g,
1569,[C-]1=C(C2=CC=CC=N2)C=C2OC3=CC=CC=C3B3C4=CC=CC=C4OC1=C32,[C-]1=C(C2=CC=CC=N2)C=C2OC3=CC=CC=C3B3C4=CC=CC=C4OC1=C32,CC(=O)/C=C(/C)[O-],,Ir-BB,0.0,638.0,0.21,1.4,CH2Cl2,10.1039/c8sc04252g,
1570,FC(F)(F)C1=CC=NC(C2=[C-]C=CC=C2)=C1,FC(F)(F)C1=CC=NC(C2=[C-]C=CC=C2)=C1,S=P(N=P([S-])(C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,,Ir1,0.0,522.0,0.7,1.5,CH2Cl2,10.1021/acsami.8b19318,the atmosphere of measurements is not stated 
1571,FC(F)(F)C1=CC=C(C2=[C-]C=CC=C2)N=C1,FC(F)(F)C1=CC=C(C2=[C-]C=CC=C2)N=C1,S=P(N=P([S-])(C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,,Ir2,0.0,528.0,0.66,0.89,CH2Cl2,10.1021/acsami.8b19318,the atmosphere of measurements is not stated 
1572,FC(F)(F)C1=C[C-]=C(C2=CC=CC=N2)C(C(F)(F)F)=C1,FC(F)(F)C1=C[C-]=C(C2=CC=CC=N2)C(C(F)(F)F)=C1,S=P(N=P([S-])(C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,,Ir3,0.0,516.0,0.98,3.38,CH2Cl2,10.1021/acsami.8b19318,the atmosphere of measurements is not stated 
1573,FC(F)(F)C1=C[C-]=C(C2=NC=CC=N2)C=C1,FC(F)(F)C1=C[C-]=C(C2=NC=CC=N2)C=C1,S=P(N=P([S-])(C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,,Ir(tfpmd)2(stpip),0.0,501.0,0.833,1.61,CH2Cl2,10.1039/c8tc06346j,
1574,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=CC=CC=C23)C=C1,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=CC=CC=C23)C=C1,S=P(N=P([S-])(C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,,Ir(tfpqz)2(stpip),0.0,624.0,0.36,1.94,CH2Cl2,10.1039/c8tc06346j,
1575,FC(F)(F)C1=C[C-]=C(C2=CC=CC=N2)C=C1,FC(F)(F)C1=C[C-]=C(C2=CC=CC=N2)C=C1,C1=CN=C2C(=C1)C=CC1=CC=CN=C12,F[P-](F)(F)(F)(F)F,1,1.0,519.0,0.935,1.66,CH2Cl2,10.1002/ejic.201801367,
1576,FC(F)(F)C1=C[C-]=C(C2=NC=CC3=CC=CC=C23)C=C1,FC(F)(F)C1=C[C-]=C(C2=NC=CC3=CC=CC=C23)C=C1,C1=CN=C2C(=C1)C=CC1=CC=CN=C12,F[P-](F)(F)(F)(F)F,2,1.0,596.0,0.372,2.57,CH2Cl2,10.1002/ejic.201801367,
1577,[C-]1=CC=CC=C1C1=NC=CS1,[C-]1=CC=CC=C1C1=NC=CS1,[O-]P(=NC1=NN=C(C2=CC=CC=C2)O1)(C1=CC=CC=C1)C1=CC=CC=C1,,1,0.0,542.0,0.04,0.14,CH3CN,10.1039/c8nj05370g,
1578,[C-]1=CC=CC=C1C1=NC2=CC=CC=C2S1,[C-]1=CC=CC=C1C1=NC2=CC=CC=C2S1,[O-]P(=NC1=NN=C(C2=CC=CC=C2)O1)(C1=CC=CC=C1)C1=CC=CC=C1,,2,0.0,555.0,0.03,0.45,CH3CN,10.1039/c8nj05370g,
1579,[C-]1=CC2=CC=CC=C2C=C1C1=NC2=CC=CC=C2S1,[C-]1=CC2=CC=CC=C2C=C1C1=NC2=CC=CC=C2S1,[O-]P(=NC1=NN=C(C2=CC=CC=C2)O1)(C1=CC=CC=C1)C1=CC=CC=C1,,3,0.0,585.0,0.02,0.56,CH3CN,10.1039/c8nj05370g,
1580,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=CC=CC=C23)C=C1,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=CC=CC=C23)C=C1,CC(C)N(C(=S)[S-])C(C)C,,(4tfmpq)2Ir(dipdtc),0.0,641.0,0.583,1.41,CH2Cl2,10.1039/c8sc05605f,
1581,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=CC=CC=C23)C=C1,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=CC=CC=C23)C=C1,S=C([S-])N(C1=CC=CC=C1)C1=CC=CC=C1,,(4tfmpq)2Ir(dpdtc),0.0,628.0,0.843,1.55,CH2Cl2,10.1039/c8sc05605f,
1582,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=CC=CC=C23)C=C1,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=CC=CC=C23)C=C1,S=C([S-])N1C2=CC=CC=C2C2=CC=CC=C21,,(4tfmpq)2Ir(Czdtc),0.0,611.0,0.93,1.5,CH2Cl2,10.1039/c8sc05605f,
1583,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,O=S(=O)([O-])OCCCCCCCCCCCCN1C=C(C2=CC=CC=N2)N=N1,,1,0.0,452.0,0.22,2.3,CH3CN,10.1039/c8dt04833a,
1584,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,CCCCCCCCCCCCN1C=C(C2=CC=CC=N2)N=N1,F[P-](F)(F)(F)(F)F,2,1.0,452.0,0.17,2.1,CH3CN,10.1039/c8dt04833a,
1585,[C-]1=CC(N(C2=CC=CC=C2)C2=CC=CC=C2)=CC=C1C1=CC=CC=N1,[C-]1=CC(N(C2=CC=CC=C2)C2=CC=CC=C2)=CC=C1C1=CC=CC=N1,C1=CC=C(C2=CC=CC=N2)N=C1,F[P-](F)(F)(F)(F)F,Ir-N,1.0,672.0,0.11,3.344,CH2Cl2,10.1002/ejic.201900077,
1586,[C-]1=C(OC2=CC=CC=C2)C=C(OC2=CC=CC=C2)C=C1C1=CC=CC=N1,[C-]1=C(OC2=CC=CC=C2)C=C(OC2=CC=CC=C2)C=C1C1=CC=CC=N1,C1=CC=C(C2=CC=CC=N2)N=C1,F[P-](F)(F)(F)(F)F,Ir-O,1.0,677.0,0.08,0.794,CH2Cl2,10.1002/ejic.201900077,
1587,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=CC=CC=C23)C=C1,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=CC=CC=C23)C=C1,CC(C)(C)C1=CC=C(N(C(=S)[S-])C2=CC=C(C(C)(C)C)C=C2)C=C1,,(4tfmpq)2Ir(t Budpdtc),0.0,630.0,0.75,1.58,CH2Cl2,10.1039/c9tc00440h,
1588,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=CC=CC=C23)C=C1,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=CC=CC=C23)C=C1,CC(C)(C)C1=CC=C2C(=C1)C1=CC(C(C)(C)C)=CC=C1N2C(=S)[S-],,(4tfmpq)2Ir(t BuCzdtc),0.0,614.0,0.85,1.39,CH2Cl2,10.1039/c9tc00440h,
1589,[C-]1=C(C2=CC=CC=N2)SC=C1,[C-]1=C(C2=CC=CC=N2)SC=C1,O=P(N=P([O-])(C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,,(thp)2Ir(tpip),0.0,571.0,0.405,2.21,CH2Cl2,10.1016/j.dyepig.2018.11.017,
1590,FC(F)(F)C1=CC=NC(C2=[C-]C=CS2)=C1,FC(F)(F)C1=CC=NC(C2=[C-]C=CS2)=C1,O=P(N=P([O-])(C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,,(cf3thp)2Ir(tpip),0.0,598.0,0.636,2.63,CH2Cl2,10.1016/j.dyepig.2018.11.017,
1591,FC(F)(F)C1=CC=NC(C2=[C-]C3=CC=CC=C3S2)=C1,FC(F)(F)C1=CC=NC(C2=[C-]C3=CC=CC=C3S2)=C1,O=P(N=P([O-])(C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,,(cf3btp)2Ir(tpip),0.0,652.0,0.694,2.81,CH2Cl2,10.1016/j.dyepig.2018.11.017,
1592,FC(F)(F)C1=CC=NC(C2=[C-]SC3=CC=CC=C23)=C1,FC(F)(F)C1=CC=NC(C2=[C-]SC3=CC=CC=C23)=C1,O=P(N=P([O-])(C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,,(3-cf3btp)2Ir(tpip),0.0,568.0,0.864,2.66,CH2Cl2,10.1016/j.dyepig.2018.11.017,
1593,[C-]1=CC=CC=C1N1C=CC=N1,[C-]1=CC=CC=C1N1C=CC=N1,C1=CC=C(N2C=CC=N2)N=C1,FC1=C(F)C(F)=C(F)C(F)=C1[B-](C2=C(F)C(F)=C(F)C(F)=C2F)(C3=C(F)C(F)=C(F)C(F)=C3F)C4=C(F)C(F)=C(F)C(F)=C4F,1,1.0,499.0,0.03,,CH3CN,10.1039/c9tc00465c,
1594,[C-]1=CC=CC=C1N1C=CC=N1,[C-]1=CC=CC=C1N1C=CC=N1,C1=CC=C(N2C=CC=N2)N=C1,FC(C1=CC([B-](C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1)(F)F,2,1.0,496.0,0.03,,CH3CN,10.1039/c9tc00465c,
1595,[C-]1=CC=CC=C1N1C=CC=N1,[C-]1=CC=CC=C1N1C=CC=N1,C1=CC=C(N2C=CN=C2C2=CC=CC=N2)C=C1,FC1=C(F)C(F)=C(F)C(F)=C1[B-](C2=C(F)C(F)=C(F)C(F)=C2F)(C3=C(F)C(F)=C(F)C(F)=C3F)C4=C(F)C(F)=C(F)C(F)=C4F,3,1.0,540.0,0.79,,CH3CN,10.1039/c9tc00465c,
1596,[C-]1=CC=CC=C1N1C=CC=N1,[C-]1=CC=CC=C1N1C=CC=N1,C1=CC=C(N2C=CN=C2C2=CC=CC=N2)C=C1,FC(C1=CC([B-](C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1)(F)F,4,1.0,538.0,0.93,,CH3CN,10.1039/c9tc00465c,
1597,CC1=CSC2=NC(C3=[C-]C=CC=C3)=CN12,CC1=CSC2=NC(C3=[C-]C=CC=C3)=CN12,O=C([O-])C1=CC=CC=N1,,(mpmt)2Ir(pic),0.0,568.0,0.173,,CH2Cl2,10.1039/c8nj06295a,the atmosphere of measurements is not stated 
1598,CC1=CSC2=NC(C3=[C-]C=CC=C3)=CN12,CC1=CSC2=NC(C3=[C-]C=CC=C3)=CN12,O=C([O-])C1=CC2=CC=CC=C2C=N1,,(mpmt)2Ir(3-IQA),0.0,593.0,0.157,,CH2Cl2,10.1039/c8nj06295a,the atmosphere of measurements is not stated 
1599,CC1=CSC2=NC(C3=[C-]C=CC=C3)=CN12,CC1=CSC2=NC(C3=[C-]C=CC=C3)=CN12,O=C([O-])C1=CC=C2C=CC=CC2=N1,,(mpmt)2Ir(2-QA),0.0,613.0,0.316,,CH2Cl2,10.1039/c8nj06295a,the atmosphere of measurements is not stated 
1600,CC1=CSC2=NC(C3=[C-]C=C(C(F)(F)F)C=C3)=CN12,CC1=CSC2=NC(C3=[C-]C=C(C(F)(F)F)C=C3)=CN12,O=C([O-])C1=CC=CC=N1,,(mtfpmt)2Ir(pic),0.0,567.0,0.179,,CH2Cl2,10.1039/c8nj06295a,the atmosphere of measurements is not stated 
1601,CC1=CSC2=NC(C3=[C-]C=C(C(F)(F)F)C=C3)=CN12,CC1=CSC2=NC(C3=[C-]C=C(C(F)(F)F)C=C3)=CN12,O=C([O-])C1=CC2=CC=CC=C2C=N1,,(mtfpmt)2Ir(3-IQA),0.0,545.0,0.138,,CH2Cl2,10.1039/c8nj06295a,the atmosphere of measurements is not stated 
1602,CC1=CSC2=NC(C3=[C-]C=C(C(F)(F)F)C=C3)=CN12,CC1=CSC2=NC(C3=[C-]C=C(C(F)(F)F)C=C3)=CN12,O=C([O-])C1=CC=C2C=CC=CC2=N1,,(mtfpmt)2Ir(2-QA),0.0,582.0,0.276,,CH2Cl2,10.1039/c8nj06295a,the atmosphere of measurements is not stated 
1603,FC(F)(F)C1=C[C-]=C(C2=NC=CC3=CC=CC=C23)C=C1,FC(F)(F)C1=C[C-]=C(C2=NC=CC3=CC=CC=C23)C=C1,CC(C)N(C(=S)[S-])C(C)C,,(4tfmpiq)2Ir(dipdtc),0.0,619.0,0.63,1.8,CH2Cl2,10.1039/c9qm00088g,
1604,FC(F)(F)C1=C[C-]=C(C2=NC=CC3=CC=CC=C23)C=C1,FC(F)(F)C1=C[C-]=C(C2=NC=CC3=CC=CC=C23)C=C1,S=C([S-])N(C1=CC=CC=C1)C1=CC=CC=C1,,(4tfmpiq)2Ir(dpdtc),0.0,612.0,0.45,1.93,CH2Cl2,10.1039/c9qm00088g,
1605,FC(F)(F)C1=C[C-]=C(C2=NC=CC3=CC=CC=C23)C=C1,FC(F)(F)C1=C[C-]=C(C2=NC=CC3=CC=CC=C23)C=C1,CC(C)(C)C1=CC=C(N(C(=S)[S-])C2=CC=C(C(C)(C)C)C=C2)C=C1,,(4tfmpiq)2Ir( t Budpdtc),0.0,613.0,0.397,1.82,CH2Cl2,10.1039/c9qm00088g,
1606,FC(F)(F)C1=C[C-]=C(C2=NC=CC3=CC=CC=C23)C=C1,FC(F)(F)C1=C[C-]=C(C2=NC=CC3=CC=CC=C23)C=C1,S=C([S-])N1C2=CC=CC=C2C2=CC=CC=C21,,(4tfmpiq)2Ir(Czdtc),0.0,607.0,0.366,1.53,CH2Cl2,10.1039/c9qm00088g,
1607,FC(F)(F)C1=C[C-]=C(C2=NC=CC3=CC=CC=C23)C=C1,FC(F)(F)C1=C[C-]=C(C2=NC=CC3=CC=CC=C23)C=C1,CC(C)(C)C1=CC=C2C(=C1)C1=CC(C(C)(C)C)=CC=C1N2C(=S)[S-],,(4tfmpiq)2Ir( t BuCzdtc),0.0,608.0,0.437,1.57,CH2Cl2,10.1039/c9qm00088g,
1608,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,C1=CC=C(C2=NC=CN2)N=C1,FC(C1=CC([B-](C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1)(F)F,1,1.0,577.0,0.56,,CH3CN,10.1039/c9dt00495e,
1609,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,C1=CC=C(C2=NC3=CC=CC=C3N2)N=C1,FC(C1=CC([B-](C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1)(F)F,2,1.0,581.0,0.8,,CH3CN,10.1039/c9dt00495e,
1610,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,C1=CC=C(N2C=CN=C2C2=CC=CC=N2)C=C1,FC(C1=CC([B-](C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1)(F)F,3,1.0,563.0,0.65,,CH3CN,10.1039/c9dt00495e,
1611,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,C1=CC=C(N2C(C3=CC=CC=N3)=NC3=CC=CC=C32)C=C1,FC(C1=CC([B-](C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1)(F)F,4,1.0,565.0,0.83,,CH3CN,10.1039/c9dt00495e,
1612,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,C1=CC=C(N2C=CN=C2C2=CC=CC=N2)C=C1,FC1=C(F)C(F)=C(F)C(F)=C1[B-](C2=C(F)C(F)=C(F)C(F)=C2F)(C3=C(F)C(F)=C(F)C(F)=C3F)C4=C(F)C(F)=C(F)C(F)=C4F,5,1.0,564.0,0.69,,CH3CN,10.1039/c9dt00495e,
1613,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,C1=CC=C(N2C(C3=CC=CC=N3)=NC3=CC=CC=C32)C=C1,FC1=C(F)C(F)=C(F)C(F)=C1[B-](C2=C(F)C(F)=C(F)C(F)=C2F)(C3=C(F)C(F)=C(F)C(F)=C3F)C4=C(F)C(F)=C(F)C(F)=C4F,6,1.0,562.0,0.71,,CH3CN,10.1039/c9dt00495e,
1614,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,S=P(N=P([S-])(C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,,(dfppy)2Ir(Stpip),0.0,466.0,0.12,1.55,CH2Cl2,10.1039/c9dt00298g,
1615,FC1=C[C-]=C(C2=NC=CC=N2)C(F)=C1,FC1=C[C-]=C(C2=NC=CC=N2)C(F)=C1,S=P(N=P([S-])(C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,,(dfppm)2Ir(Stpip),0.0,474.0,0.89,1.43,CH2Cl2,10.1039/c9dt00298g,
1616,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,C1=CC=C(C2=CC=CC=N2)N=C1,O=S(=O)([O-])C(F)(F)F,Ir1,1.0,553.0,0.41,2.16,CH2Cl2,10.1021/acs.inorgchem.8b03162,
1617,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,C1=CC=C(C2=CC=C3C=CC=CC3=N2)N=C1,O=S(=O)([O-])C(F)(F)F,Ir2,1.0,613.0,0.081,0.52,CH2Cl2,10.1021/acs.inorgchem.8b03162,
1618,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,C1=CC=C(C2=CC=C3C=CC4=CC=CC=C4C3=N2)N=C1,O=S(=O)([O-])C(F)(F)F,Ir4,1.0,583.0,0.0022,,CH2Cl2,10.1021/acs.inorgchem.8b03162,
1619,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,C1=CN=C2C(=C1)C=CC1=CC=CN=C12,O=S(=O)([O-])C(F)(F)F,Ir5,1.0,554.0,0.71,2.77,CH2Cl2,10.1021/acs.inorgchem.8b03162,
